ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR_X,LINEAR_Y,LINEAR_Z,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUNDLEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time  ,Date
-1.1031,-0.3446,9.8612,-1.1097,-0.3497,9.7374,-0.0017,-0.0051,0.0009,0.0003,0.0007,-0.0005,80,-24.43,-45.5,-36.36,148.83,2.04,6.5,5,23.876,,,,NaN,,,,0 / 0,3793506,2018-08-11 09:41:40:444
-1.1079,-0.3362,9.8636,-1.1062,-0.3475,9.7379,-0.0017,0.0055,0.002,-0.001,-0.0005,-0.0005,80,-24.26,-45.48,-37.24,148.75,2.03,6.48,5,25.554,,,,NaN,,,,0 / 0,3794006,2018-08-11 09:41:40:944
-1.121,-0.3685,9.8516,-1.1123,-0.3477,9.7372,0.0004,0.0004,0.0024,-0.001,-0.0005,-0.0005,80,-23.73,-45.48,-37.54,148.65,2.03,6.52,5,23.529,,,,NaN,,,,0 / 0,3794506,2018-08-11 09:41:41:444
-1.121,-0.3505,9.8504,-1.1094,-0.3494,9.7374,0.0074,0.0047,0.0003,0.0003,0.0007,-0.0005,80,-24.24,-44.88,-37.23,148.74,2.05,6.5,5,21.123,,,,NaN,,,,0 / 0,3795008,2018-08-11 09:41:41:946
-1.127,-0.3505,9.8468,-1.1069,-0.3464,9.7378,0.0011,0.0027,0.0001,0.0003,0.0007,-0.0005,80,-23.72,-45.49,-36.95,148.74,2.03,6.49,5,23.149,,,,NaN,,,,0 / 0,3795508,2018-08-11 09:41:42:446
-1.1234,-0.3446,9.8624,-1.1075,-0.3458,9.7378,-0.0026,0.0052,0.0064,0.0003,-0.0005,-0.0005,80,-23.19,-45.19,-37.24,149.65,2.02,6.49,5,23.852,,,,NaN,,,,0 / 0,3796007,2018-08-11 09:41:42:945
-1.1091,-0.3553,9.8564,-1.106,-0.3496,9.7378,-0.0018,-0.0038,-0.0051,0.0003,-0.0005,-0.0005,80,-23.58,-46.05,-39.03,149.13,2.04,6.48,5,29.664,,,,NaN,,,,0 / 0,3796507,2018-08-11 09:41:43:445
-1.1079,-0.3481,9.8564,-1.1045,-0.349,9.738,0.0021,-0.0037,0.0042,0.0003,0.0007,-0.0017,80,-24.08,-45.49,-36.95,148.76,2.04,6.47,5,25.655,,,,NaN,,,,0 / 0,3797006,2018-08-11 09:41:43:944
-1.1378,-0.3601,9.8432,-1.1016,-0.3503,9.7383,0.0092,0.0103,-0.0008,-0.001,-0.0005,-0.0017,80,-24.6,-45.19,-36.64,147.87,2.06,6.47,5,22.387,,,,NaN,,,,0 / 0,3797506,2018-08-11 09:41:44:444
-1.1067,-0.3434,9.8564,-1.1081,-0.3483,9.7376,0.0128,0.0087,0.0026,0.0003,0.0007,-0.0005,80,-24.45,-45.76,-38.13,149.2,2.04,6.5,5,22.557,,,,NaN,,,,0 / 0,3798007,2018-08-11 09:41:44:945
-1.1342,-0.3685,9.8588,-1.11,-0.3462,9.7375,-0.0006,0.001,-0.0026,-0.001,0.0007,-0.0005,80,-24.08,-45.48,-37.54,148.65,2.02,6.5,5,22.481,,,,NaN,,,,0 / 0,3798507,2018-08-11 09:41:45:445
-1.1354,-0.3565,9.86,-1.1096,-0.3504,9.7374,-0.0051,-0.005,-0.0006,0.0003,0.0007,-0.0005,80,-23.74,-46.09,-36.96,149.28,2.05,6.5,5,24.574,,,,NaN,,,,0 / 0,3799007,2018-08-11 09:41:45:945
-1.1127,-0.3434,9.8743,-1.1077,-0.3506,9.7376,-0.0012,0.0085,0.0065,-0.001,0.0007,-0.0017,80,-23.19,-44.86,-39.01,149.49,2.05,6.49,5,27.452,,,,NaN,,,,0 / 0,3799506,2018-08-11 09:41:46:444
-1.1163,-0.3541,9.8516,-1.0983,-0.348,9.7387,0.0103,0.0133,-0.002,-0.001,0.0007,-0.0017,80,-24.11,-46.06,-38.14,149.23,2.04,6.44,5,22.808,,,,NaN,,,,0 / 0,3800007,2018-08-11 09:41:46:945
-1.1318,-0.3589,9.8468,-1.1036,-0.3467,9.7382,0.0108,0.0053,0.001,-0.001,-0.0005,-0.0005,80,-23.73,-45.16,-38.71,148.59,2.03,6.47,5,22.072,,,,NaN,,,,0 / 0,3800508,2018-08-11 09:41:47:446
-1.1067,-0.3505,9.86,-1.1063,-0.3462,9.7379,0.0196,0.0005,0.0076,-0.001,0.0007,-0.0017,80,-23.74,-45.45,-38.72,148.57,2.02,6.49,5,21.677,,,,NaN,,,,0 / 0,3801007,2018-08-11 09:41:47:945
-1.1163,-0.3517,9.8647,-1.1007,-0.3486,9.7384,-0.0084,-0.0012,0.0005,0.0003,-0.0005,-0.0005,80,-23.72,-45.18,-37.54,148.69,2.04,6.44,5,20.636,,,,NaN,,,,0 / 0,3801507,2018-08-11 09:41:48:445
-1.1139,-0.3625,9.8552,-1.0989,-0.3483,9.7387,-0.0003,-0.0003,-0.0084,-0.001,-0.0005,-0.0005,80,-22.31,-44.88,-38.13,150.53,2.03,6.44,5,24.354,,,,NaN,,,,0 / 0,3802007,2018-08-11 09:41:48:945
-1.1187,-0.3601,9.8671,-1.104,-0.346,9.7382,-0.001,-0.0096,0.0086,-0.001,-0.0005,-0.0017,80,-23.01,-44.86,-38.71,149.49,2.01,6.47,5,32.787,,,,NaN,,,,0 / 0,3802507,2018-08-11 09:41:49:445
-1.1294,-0.335,9.8731,-1.1095,-0.3428,9.7377,-0.0024,0.0049,-0.0111,0.0039,0.0043,0.002,80,-23.55,-45.48,-37.25,148.74,2.02,6.49,5,22.882,,,,NaN,,,,0 / 0,3803007,2018-08-11 09:41:49:945
-1.1175,-0.3481,9.8588,-1.1143,-0.3414,9.7372,-0.0004,-0.0069,-0.0126,-0.001,-0.0018,-0.0029,80,-23.73,-45.48,-37.54,148.63,2,6.53,5,25.868,,,,NaN,,,,0 / 0,3803507,2018-08-11 09:41:50:445
-1.1103,-0.341,9.8647,-1.106,-0.3442,9.738,0.0084,0.0065,0.0115,-0.001,0.0007,-0.0017,80,-23.74,-45.76,-38.14,149.2,2.01,6.49,5,25.26,,,,NaN,,,,0 / 0,3804007,2018-08-11 09:41:50:945
-1.1055,-0.3386,9.8636,-1.1072,-0.3493,9.7377,0.0074,0.0031,0.0047,-0.001,-0.0005,-0.0005,80,-23.73,-45.48,-37.54,148.66,2.04,6.49,5,23.194,,,,NaN,,,,0 / 0,3804506,2018-08-11 09:41:51:444
-1.127,-0.347,9.8468,-1.1075,-0.3481,9.7377,-0.0007,-0.0043,0.0009,0.0003,0.0007,-0.0005,80,-23.92,-45.78,-37.25,149.29,2.03,6.49,5,22.463,,,,NaN,,,,0 / 0,3805007,2018-08-11 09:41:51:945
-1.133,-0.3613,9.8528,-1.1072,-0.3478,9.7377,-0.0052,0,-0.0039,-0.001,-0.0005,-0.0005,80,-23.74,-45.76,-38.14,149.21,2.03,6.48,5,25.333,,,,NaN,,,,0 / 0,3805507,2018-08-11 09:41:52:445
-1.1115,-0.3434,9.8707,-1.1082,-0.3479,9.7376,-0.0015,0.0008,0.0055,-0.001,-0.0005,-0.0017,80,-24.79,-45.46,-38.12,147.77,2.03,6.49,5,24.131,,,,NaN,,,,0 / 0,3806006,2018-08-11 09:41:52:944
-1.1187,-0.3505,9.854,-1.1097,-0.3451,9.7376,-0.0051,0.0068,-0.0038,-0.001,0.0007,-0.0005,80,-22.83,-44.91,-36.65,149.65,2.02,6.5,5,23.245,,,,NaN,,,,0 / 0,3806506,2018-08-11 09:41:53:444
-1.1354,-0.3625,9.8588,-1.1118,-0.3474,9.7372,-0.0052,-0.0033,-0.0032,0.0003,0.0007,-0.0005,80,-24.11,-46.36,-38.15,149.19,2.03,6.51,5,22.056,,,,NaN,,,,0 / 0,3807008,2018-08-11 09:41:53:946
-1.1187,-0.3481,9.8707,-1.1101,-0.3501,9.7373,0.0048,-0.0039,0.0104,-0.001,-0.0005,-0.0005,80,-24.24,-44.88,-37.23,148.74,2.04,6.51,5,23.924,,,,NaN,,,,0 / 0,3807507,2018-08-11 09:41:54:445
-1.1115,-0.3505,9.866,-1.1081,-0.3498,9.7376,0.0011,0.001,-0.003,0.0003,-0.0005,-0.0005,80,-23.93,-46.07,-37.84,149.21,2.04,6.49,5,20.935,,,,NaN,,,,0 / 0,3808007,2018-08-11 09:41:54:945
-1.1151,-0.3422,9.8564,-1.1041,-0.3478,9.7381,0.0041,0.0096,0.0019,-0.001,-0.0005,-0.0005,80,-24.08,-45.48,-37.54,148.67,2.04,6.47,5,21.061,,,,NaN,,,,0 / 0,3808507,2018-08-11 09:41:55:445
-1.1246,-0.3565,9.854,-1.1039,-0.347,9.7381,0.0067,-0.0006,0.0007,-0.001,0.0007,-0.0017,80,-24.08,-45.49,-36.95,148.76,2.03,6.47,5,22.389,,,,NaN,,,,0 / 0,3809007,2018-08-11 09:41:55:945
-1.121,-0.3434,9.8516,-1.1067,-0.3445,9.7379,-0.0014,0.0076,0.0017,0.0003,0.0007,-0.0017,80,-23.37,-45.18,-37.54,149.57,2.02,6.48,5,20.455,,,,NaN,,,,0 / 0,3809507,2018-08-11 09:41:56:445
-1.1294,-0.3481,9.8444,-1.1057,-0.3472,9.7379,-0.0097,-0.0091,-0.0038,0.0003,-0.0005,-0.0017,80,-24.47,-46.69,-36.38,149.9,2.02,6.47,5,22.148,,,,NaN,,,,0 / 0,3810006,2018-08-11 09:41:56:944
-1.1354,-0.3565,9.8492,-1.106,-0.3471,9.7379,-0.0153,-0.0055,-0.0051,0.0003,0.0007,-0.0005,80,-22.84,-44.86,-39.01,149.5,2.03,6.47,5,21.668,,,,NaN,,,,0 / 0,3810506,2018-08-11 09:41:57:444
-1.1043,-0.3481,9.8707,-1.1079,-0.349,9.7376,-0.0084,-0.0013,-0.0042,0.0003,-0.0005,-0.0005,80,-23.73,-45.47,-38.13,148.67,2.04,6.49,5,24.833,,,,NaN,,,,0 / 0,3811007,2018-08-11 09:41:57:945
-1.1246,-0.347,9.854,-1.1072,-0.3498,9.7377,0.0018,-0.0003,0.0025,-0.001,0.0007,-0.0005,80,-24.27,-45.77,-37.84,149.21,2.04,6.49,5,21.828,,,,NaN,,,,0 / 0,3811507,2018-08-11 09:41:58:445
-1.127,-0.3457,9.8468,-1.0994,-0.3448,9.7387,-0.0133,-0.0008,-0.0105,0.0003,-0.0005,-0.0005,80,-22.65,-45.2,-36.95,149.68,2.01,6.43,5,23.838,,,,NaN,,,,0 / 0,3812007,2018-08-11 09:41:58:945
-1.1019,-0.3553,9.8612,-1.1072,-0.3517,9.7376,-0.0073,-0.0026,0.0017,0.0003,-0.0005,-0.0005,80,-23.89,-44.89,-37.23,148.75,2.06,6.49,5,20.699,,,,NaN,,,,0 / 0,3812507,2018-08-11 09:41:59:445
-1.1306,-0.3613,9.8516,-1.1093,-0.3522,9.7373,0.0028,0.0011,-0.0047,-0.001,0.0007,-0.0005,80,-23.71,-44.89,-36.94,148.75,2.06,6.5,5,23.379,,,,NaN,,,,0 / 0,3813006,2018-08-11 09:41:59:944
-1.1366,-0.3589,9.8504,-1.1045,-0.3475,9.7381,0.005,0.0074,0.0008,-0.001,0.0007,-0.0005,80,-24.1,-46.07,-37.55,149.21,2.03,6.47,5,21.578,,,,NaN,,,,0 / 0,3813507,2018-08-11 09:42:00:445
-1.1127,-0.3577,9.8636,-1.1125,-0.3469,9.7372,0.0065,0.0006,0.006,0.0003,0.0007,-0.0005,80,-23.18,-44.89,-37.24,149.64,2.03,6.52,5,21.427,,,,NaN,,,,0 / 0,3814007,2018-08-11 09:42:00:945
-1.1306,-0.3625,9.8612,-1.1088,-0.3462,9.7376,0.0057,-0.0002,-0.0022,-0.001,0.0007,-0.0005,80,-24.25,-45.5,-36.06,149.36,2.02,6.5,5,21.285,,,,NaN,,,,0 / 0,3814507,2018-08-11 09:42:01:445
-1.1103,-0.3386,9.8564,-1.1064,-0.3472,9.7378,0.0078,0.0119,0.0018,-0.001,-0.0005,-0.0017,80,-24.6,-45.18,-37.23,147.85,2.04,6.49,5,21.731,,,,NaN,,,,0 / 0,3815007,2018-08-11 09:42:01:945
-1.1115,-0.3493,9.8528,-1.1083,-0.3465,9.7377,-0.0019,0.0067,0.0131,0.0003,-0.0005,-0.0017,80,-24.25,-45.5,-36.06,149.37,2.03,6.49,5,21.166,,,,NaN,,,,0 / 0,3815507,2018-08-11 09:42:02:445
-1.127,-0.3589,9.866,-1.105,-0.3473,9.738,0.0084,0.0001,0.0048,0.0003,-0.0005,-0.0005,80,-23.93,-46.07,-37.84,149.21,2.03,6.47,5,22.589,,,,NaN,,,,0 / 0,3816007,2018-08-11 09:42:02:945
-1.1246,-0.347,9.8468,-1.1012,-0.3474,9.7384,0.0007,0.0048,-0.0079,0.0003,0.0007,-0.0005,80,-24.09,-46.1,-36.37,149.39,2.03,6.45,5,24.149,,,,NaN,,,,0 / 0,3816507,2018-08-11 09:42:03:445
-1.1222,-0.3577,9.8552,-1.1067,-0.3503,9.7377,-0.0002,0.0002,0.0014,0.0003,0.0007,-0.0005,80,-23.38,-45.17,-38.13,149.58,2.05,6.48,5,22.467,,,,NaN,,,,0 / 0,3817006,2018-08-11 09:42:03:944
-1.121,-0.3505,9.8564,-1.1053,-0.3471,9.738,-0.0033,0.0008,0.0043,0.0003,-0.0005,-0.0005,80,-24.28,-46.06,-37.84,149.21,2.03,6.47,5,22.501,,,,NaN,,,,0 / 0,3817507,2018-08-11 09:42:04:445
-1.1222,-0.3577,9.8528,-1.1009,-0.3464,9.7385,-0.005,-0.0023,-0.0032,-0.001,0.0007,-0.0005,80,-24.26,-45.14,-39.01,148.6,2.02,6.45,5,26.852,,,,NaN,,,,0 / 0,3818007,2018-08-11 09:42:04:945
-1.0935,-0.335,9.8624,-1.1024,-0.3451,9.7384,0.0104,0.006,0.0034,0.0003,-0.0005,-0.0005,80,-24.07,-45.19,-36.94,148.75,2.02,6.47,5,25.187,,,,NaN,,,,0 / 0,3818507,2018-08-11 09:42:05:445
-1.127,-0.3493,9.848,-1.1045,-0.3479,9.738,-0.0077,0.0006,-0.0103,0.0003,-0.0005,-0.0005,80,-23.71,-44.88,-37.53,148.68,2.03,6.46,5,23.707,,,,NaN,,,,0 / 0,3819006,2018-08-11 09:42:05:944
-1.1151,-0.3565,9.8552,-1.1057,-0.3485,9.7379,0.0113,0.0097,0.0029,-0.001,-0.0005,-0.0017,80,-23.55,-45.5,-36.65,148.75,2.04,6.48,5,21.126,,,,NaN,,,,0 / 0,3819507,2018-08-11 09:42:06:445
-1.1366,-0.3565,9.8456,-1.1053,-0.3469,9.738,0.0005,0.0084,0.0007,-0.001,-0.0005,-0.0005,80,-23.73,-45.48,-37.54,148.67,2.03,6.48,5,24.475,,,,NaN,,,,0 / 0,3820007,2018-08-11 09:42:06:945
-1.1222,-0.3577,9.8636,-1.1033,-0.348,9.7382,-0.0045,-0.0025,0.0012,0.0003,-0.0005,-0.0005,80,-23.01,-45.19,-37.54,149.59,2.03,6.46,5,20.584,,,,NaN,,,,0 / 0,3820507,2018-08-11 09:42:07:445
-1.1199,-0.3446,9.8516,-1.109,-0.3468,9.7376,-0.0005,0.0006,-0.0051,0.0003,-0.0005,-0.0005,80,-24.08,-45.16,-38.12,148.65,2.03,6.5,5,23.039,,,,NaN,,,,0 / 0,3821007,2018-08-11 09:42:07:945
-1.1282,-0.3505,9.8516,-1.1093,-0.3465,9.7375,-0.0055,0.0008,-0.0023,0.0003,-0.0005,-0.0005,80,-23.93,-45.76,-38.43,149.2,2.03,6.5,5,23.557,,,,NaN,,,,0 / 0,3821506,2018-08-11 09:42:08:444
-1.1187,-0.3577,9.8552,-1.1058,-0.3482,9.7379,0.0021,-0.0018,-0.0067,0.0003,-0.0005,-0.0005,80,-23.57,-45.75,-39.02,149.13,2.03,6.48,5,22.463,,,,NaN,,,,0 / 0,3822007,2018-08-11 09:42:08:945
-1.1151,-0.3625,9.86,-1.1091,-0.3482,9.7375,0.0023,-0.0075,-0.0016,-0.001,0.0007,-0.0017,80,-24.08,-45.48,-37.54,148.66,2.03,6.5,5,25.558,,,,NaN,,,,0 / 0,3822507,2018-08-11 09:42:09:445
-1.1187,-0.3517,9.8767,-1.1073,-0.347,9.7378,-0.0019,0.0013,0.0113,-0.001,0.0007,-0.0005,80,-24.81,-46.05,-38.13,148.32,2.03,6.49,5,21.358,,,,NaN,,,,0 / 0,3823007,2018-08-11 09:42:09:945
-1.1067,-0.3493,9.8647,-1.1069,-0.346,9.7378,-0.0003,0.0147,-0.0076,-0.001,-0.0005,-0.0005,80,-23.9,-45.18,-37.24,148.75,2.03,6.49,5,25.858,,,,NaN,,,,0 / 0,3823507,2018-08-11 09:42:10:445
-1.1139,-0.3505,9.8624,-1.1058,-0.3484,9.7379,-0.0041,-0.0024,-0.0048,0.0003,0.0007,-0.0017,80,-23.92,-45.78,-37.25,149.29,2.04,6.48,5,23.935,,,,NaN,,,,0 / 0,3824007,2018-08-11 09:42:10:945
-1.1115,-0.3398,9.8588,-1.1062,-0.3466,9.7379,-0.0024,0.0072,0.0002,0.0003,0.0007,-0.0005,80,-23.74,-45.45,-38.72,148.59,2.04,6.47,5,26.853,,,,NaN,,,,0 / 0,3824507,2018-08-11 09:42:11:445
-1.1342,-0.3446,9.8456,-1.1134,-0.347,9.7371,-0.0073,-0.002,-0.0006,-0.001,0.0007,-0.0005,80,-24.07,-44.88,-37.53,148.64,2.02,6.52,5,28.172,,,,NaN,,,,0 / 0,3825006,2018-08-11 09:42:11:944
-1.1222,-0.3505,9.8444,-1.1078,-0.3449,9.7378,0.0115,0.0018,-0.0007,0.0003,0.0007,-0.0005,80,-24.28,-46.06,-37.84,149.19,2.02,6.5,5,26.066,,,,NaN,,,,0 / 0,3825507,2018-08-11 09:42:12:445
-1.1043,-0.3481,9.8576,-1.1051,-0.3475,9.738,-0.0027,0.0004,-0.0028,0.0003,-0.0005,-0.0005,80,-23.37,-45.18,-37.54,149.58,2.03,6.47,5,21.985,,,,NaN,,,,0 / 0,3826006,2018-08-11 09:42:12:944
-1.1091,-0.3481,9.8516,-1.1061,-0.3518,9.7377,0.0144,0.0125,-0.0001,0.0003,0.0007,-0.0005,80,-23.93,-45.76,-38.43,149.21,2.07,6.49,5,21.339,,,,NaN,,,,0 / 0,3826507,2018-08-11 09:42:13:445
-1.1234,-0.3553,9.8564,-1.1069,-0.3461,9.7378,-0.0032,0.009,-0.0072,0.0003,0.0007,-0.0005,80,-24.44,-45.16,-38.12,148.66,2.02,6.48,5,24.524,,,,NaN,,,,0 / 0,3827007,2018-08-11 09:42:13:945
-1.1366,-0.3553,9.8456,-1.1134,-0.3502,9.7369,-0.0092,-0.0015,-0.0033,-0.001,-0.0005,-0.0005,80,-24.78,-45.5,-35.76,148.47,2.04,6.52,5,27.463,,,,NaN,,,,0 / 0,3827508,2018-08-11 09:42:14:446
-1.1151,-0.347,9.8636,-1.1063,-0.3518,9.7377,0.0036,-0.0061,-0.0001,0.0003,-0.0005,-0.0005,80,-23.19,-45.17,-38.42,149.58,2.06,6.48,5,24.32,,,,NaN,,,,0 / 0,3828006,2018-08-11 09:42:14:944
-1.1127,-0.3517,9.8564,-1.1071,-0.3493,9.7377,0.0049,0.0054,0.0001,-0.001,-0.0005,-0.0005,80,-23.93,-45.75,-39.02,149.13,2.04,6.49,5,23.56,,,,NaN,,,,0 / 0,3828506,2018-08-11 09:42:15:444
-1.1187,-0.3505,9.848,-1.1095,-0.3516,9.7373,-0.0037,0.0017,0.0001,-0.001,0.0007,-0.0005,80,-24.1,-45.76,-38.13,149.21,2.05,6.49,5,26.403,,,,NaN,,,,0 / 0,3829007,2018-08-11 09:42:15:945
-1.1067,-0.3481,9.854,-1.1066,-0.3461,9.7379,0.011,0.0035,0.0015,0.0003,-0.0005,-0.0005,80,-23.19,-45.17,-38.42,149.57,2.03,6.49,5,27.909,,,,NaN,,,,0 / 0,3829508,2018-08-11 09:42:16:446
-1.1175,-0.3457,9.8588,-1.1078,-0.3497,9.7376,0.0115,0.007,0.0126,0.0003,-0.0005,-0.0017,80,-23.38,-45.48,-37.54,149.57,2.05,6.5,5,23.789,,,,NaN,,,,0 / 0,3830007,2018-08-11 09:42:16:945
-1.1222,-0.3446,9.8516,-1.107,-0.3471,9.7378,-0.0001,0,-0.0004,-0.001,0.0007,-0.0005,80,-23.91,-45.48,-37.24,148.75,2.03,6.49,5,22.862,,,,NaN,,,,0 / 0,3830506,2018-08-11 09:42:17:444
-1.0983,-0.3529,9.8612,-1.1087,-0.3458,9.7376,0.0106,0.0012,0.0027,-0.001,0.0007,-0.0005,80,-23.93,-45.76,-38.43,149.19,2.02,6.5,5,23.128,,,,NaN,,,,0 / 0,3831007,2018-08-11 09:42:17:945
-1.1354,-0.3553,9.86,-1.1137,-0.3484,9.737,-0.0026,0.0004,-0.0022,0.0003,0.0007,-0.0005,80,-23.9,-44.85,-39,148.56,2.04,6.53,5,24.581,,,,NaN,,,,0 / 0,3831507,2018-08-11 09:42:18:445
-1.1354,-0.3493,9.8396,-1.1058,-0.3464,9.7379,-0.0153,0.0012,-0.017,0.0003,0.0007,-0.0017,80,-24.26,-45.46,-38.42,148.67,2.02,6.46,5,23.362,,,,NaN,,,,0 / 0,3832006,2018-08-11 09:42:18:944
-1.1378,-0.3553,9.8384,-1.1096,-0.3494,9.7374,-0.0069,0.0014,-0.0093,-0.001,0.0007,-0.0005,80,-23.74,-45.76,-38.14,149.2,2.04,6.49,5,21.781,,,,NaN,,,,0 / 0,3832506,2018-08-11 09:42:19:444
-1.1342,-0.3434,9.8528,-1.1133,-0.3511,9.7369,0.0018,-0.0015,0.0066,0.0003,0.0007,-0.0005,80,-24.1,-45.76,-38.13,149.19,2.05,6.52,5,20.345,,,,NaN,,,,0 / 0,3833007,2018-08-11 09:42:19:945
-1.0995,-0.347,9.86,-1.1118,-0.3485,9.7372,-0.0055,0.0013,-0.005,0.0003,-0.0005,-0.0005,80,-23.91,-45.48,-37.24,148.74,2.04,6.5,5,28.52,,,,NaN,,,,0 / 0,3833506,2018-08-11 09:42:20:444
-1.1187,-0.3505,9.854,-1.1079,-0.3489,9.7376,0.0016,0.0017,-0.0021,-0.001,0.0007,-0.0017,80,-23.72,-45.18,-37.54,148.66,2.04,6.49,5,31.78,,,,NaN,,,,0 / 0,3834007,2018-08-11 09:42:20:945
-1.0947,-0.329,9.8636,-1.1113,-0.3489,9.7372,0.0008,0.01,0.0044,-0.001,0.0007,-0.0005,80,-23.56,-45.15,-39.01,148.57,2.04,6.51,5,27.433,,,,NaN,,,,0 / 0,3834507,2018-08-11 09:42:21:445
-1.1246,-0.3625,9.8647,-1.1088,-0.3478,9.7376,0.0074,-0.0092,0.0158,-0.001,0.0007,-0.0017,80,-24.26,-45.46,-38.42,148.66,2.03,6.5,5,22.883,,,,NaN,,,,0 / 0,3835007,2018-08-11 09:42:21:945
-1.1222,-0.3661,9.8516,-1.1056,-0.3491,9.7379,0.0102,-0.0114,0.0015,-0.001,0.0007,-0.0005,80,-23.01,-45.19,-37.54,149.57,2.03,6.48,5,26.242,,,,NaN,,,,0 / 0,3835506,2018-08-11 09:42:22:444
-1.127,-0.3529,9.8384,-1.1097,-0.3473,9.7375,-0.0116,0.0112,-0.0037,-0.001,-0.0005,-0.0005,80,-23.73,-45.48,-37.54,148.65,2.03,6.5,5,24.48,,,,NaN,,,,0 / 0,3836007,2018-08-11 09:42:22:945
-1.1127,-0.3565,9.8492,-1.0997,-0.3488,9.7386,0.0084,-0.0046,0.0016,0.0003,-0.0005,-0.0005,80,-24.45,-45.44,-39.31,148.6,2.04,6.45,5,26.275,,,,NaN,,,,0 / 0,3836507,2018-08-11 09:42:23:445
-1.1222,-0.3434,9.842,-1.1012,-0.3527,9.7382,0.0088,-0.0041,0.0059,0.0003,0.0007,-0.0005,80,-23.72,-44.86,-38.71,148.61,2.06,6.45,5,26.144,,,,NaN,,,,0 / 0,3837007,2018-08-11 09:42:23:945
-1.1139,-0.3457,9.8564,-1.1031,-0.3521,9.7381,-0.0018,0.0034,-0.0052,0.0003,-0.0005,-0.0005,80,-24.08,-45.15,-38.71,148.6,2.06,6.46,5,22.28,,,,NaN,,,,0 / 0,3837507,2018-08-11 09:42:24:445
-1.1234,-0.3505,9.8468,-1.1077,-0.3522,9.7375,0.0032,0.0034,0.0012,-0.001,-0.0005,-0.0005,80,-23.03,-45.46,-38.73,149.49,2.06,6.5,5,23.282,,,,NaN,,,,0 / 0,3838007,2018-08-11 09:42:24:945
-1.1246,-0.3457,9.8432,-1.1031,-0.351,9.7381,-0.0077,0.0094,-0.0104,0.0003,0.0007,-0.0005,80,-23.71,-44.89,-36.94,148.77,2.06,6.46,5,24.755,,,,NaN,,,,0 / 0,3838508,2018-08-11 09:42:25:446
-1.1282,-0.3422,9.8516,-1.1062,-0.3502,9.7378,-0.0139,0.0071,-0.0083,-0.001,0.0007,-0.0005,80,-23.89,-44.89,-37.23,148.76,2.05,6.47,5,27.345,,,,NaN,,,,0 / 0,3839007,2018-08-11 09:42:25:945
-1.1282,-0.3553,9.8396,-1.1047,-0.3462,9.7381,0.0003,0.0058,0.0036,-0.001,0.0007,-0.0005,80,-23.73,-45.47,-38.13,148.67,2.02,6.47,5,27.717,,,,NaN,,,,0 / 0,3839506,2018-08-11 09:42:26:444
-1.1151,-0.3481,9.8528,-1.106,-0.3472,9.7379,0.0022,0.0015,0.0034,0.0003,-0.0005,-0.0005,80,-23.56,-45.78,-37.25,149.29,2.03,6.49,5,24.91,,,,NaN,,,,0 / 0,3840007,2018-08-11 09:42:26:945
-1.1139,-0.3673,9.8576,-1.1085,-0.3498,9.7375,0.005,-0.0103,0.0003,-0.001,-0.0005,-0.0017,80,-23.01,-44.87,-38.12,149.57,2.03,6.5,5,27.507,,,,NaN,,,,0 / 0,3840507,2018-08-11 09:42:27:445
-1.1151,-0.3446,9.8504,-1.1099,-0.3492,9.7374,0.0074,0.005,-0.001,0.0003,0.0007,-0.0017,80,-24.08,-45.15,-38.71,148.57,2.04,6.51,5,22.183,,,,NaN,,,,0 / 0,3841008,2018-08-11 09:42:27:946
-1.1079,-0.3386,9.8612,-1.1063,-0.3477,9.7378,0.0121,0.0121,0.0054,0.0003,-0.0005,-0.0005,80,-23.54,-45.19,-37.24,148.75,2.03,6.48,5,25.504,,,,NaN,,,,0 / 0,3841506,2018-08-11 09:42:28:444
-1.1222,-0.3517,9.8504,-1.1044,-0.3474,9.7381,-0.0062,0.0044,-0.0064,0.0003,-0.0005,-0.0005,80,-23.73,-45.16,-38.71,148.59,2.03,6.47,5,25.01,,,,NaN,,,,0 / 0,3842006,2018-08-11 09:42:28:944
-1.1079,-0.3505,9.8552,-1.1023,-0.3458,9.7384,0.0031,0.0075,0.0064,-0.001,-0.0005,-0.0017,80,-24.1,-45.76,-38.13,149.22,2.02,6.46,5,23.02,,,,NaN,,,,0 / 0,3842507,2018-08-11 09:42:29:445
-1.1103,-0.3577,9.8552,-1.1047,-0.3473,9.738,0.0009,-0.0045,0.0087,0.0003,0.0007,-0.0017,80,-24.44,-45.16,-38.12,148.67,2.03,6.47,5,28.855,,,,NaN,,,,0 / 0,3843007,2018-08-11 09:42:29:945
